airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
3,56,2,2,0,3,4,1,7.17,8,10365
5,1442,4,4,0,2,0,0,32.0,37,67710
5,1534,5,1,0,2,0,0,11.83,3,83924
5,1507,2,4,2,0,3,1,2.17,37,2022
5,1531,5,0,0,5,1,0,7.0,9,61933
5,1445,4,1,0,5,5,0,14.08,42,64831
1,715,2,4,0,0,4,0,28.08,36,47545
5,1483,1,1,0,2,2,1,9.75,42,7351
0,1159,1,2,0,4,2,1,17.83,39,2477
5,1499,0,2,0,0,2,0,16.75,25,54841
3,425,5,4,2,4,2,1,1.92,36,3108
1,846,4,5,0,4,5,0,12.58,6,50271
1,716,1,4,0,4,0,1,23.0,26,5888
1,870,5,1,0,5,3,1,16.58,10,8046
5,1442,4,4,0,5,5,0,11.33,23,74127
1,761,1,2,0,0,5,1,19.83,35,4357
5,1552,2,2,0,4,1,0,16.83,39,60232
3,113,2,4,2,0,3,1,2.17,33,4695
0,1226,2,0,1,5,0,1,10.58,4,7423
5,1525,3,2,0,1,5,0,14.25,29,72842
5,1492,1,5,0,4,5,1,14.5,6,11069
5,1444,4,5,0,5,1,0,23.83,7,66063
5,1456,4,5,0,4,0,0,12.25,26,52287
5,1558,5,4,0,5,3,1,12.5,37,3971
1,909,1,4,0,5,5,1,13.67,36,5320
2,1040,0,4,0,5,1,1,14.17,21,4687
3,468,0,1,2,1,3,1,1.33,3,4338
3,553,5,0,0,5,0,1,6.0,6,11666
5,1529,3,1,0,5,5,1,13.08,35,3571
5,1499,0,2,0,5,2,0,26.0,1,64249
1,706,2,0,1,1,1,0,18.33,44,52882
5,1490,1,4,0,5,5,1,10.5,8,12408
1,825,5,0,2,2,2,1,2.25,9,5943
0,1208,2,1,0,0,3,1,7.58,3,5953
3,468,0,1,2,1,3,1,1.33,30,2343
0,1231,2,5,0,4,1,1,11.58,44,2974
3,492,0,0,2,0,3,1,1.17,23,1714
2,1106,4,0,0,3,2,1,10.33,34,8089
5,1461,0,2,2,5,2,1,2.75,3,7489
0,1134,3,2,0,5,0,1,7.67,25,2738
3,498,2,2,2,5,0,1,2.92,29,4500
5,1553,2,5,0,0,3,1,14.42,6,9945
2,1071,4,2,0,4,5,1,16.25,38,6689
1,851,4,5,0,2,2,0,19.33,45,57939
1,723,2,2,0,0,4,1,18.33,13,13830
3,222,4,0,0,2,3,1,4.5,24,11450
1,717,2,0,0,2,0,0,6.92,24,37594
1,744,2,0,0,2,4,1,28.08,43,6946
5,1525,3,2,0,5,1,0,26.58,43,51707
1,879,5,2,0,0,4,1,19.5,25,5502
0,1240,0,5,2,3,4,1,2.42,40,3393
5,1459,4,0,0,5,5,0,6.67,15,70431
5,1492,1,5,0,5,3,1,25.83,14,11247
5,1536,2,0,0,5,0,0,7.33,44,54777
1,874,2,4,0,2,5,1,6.42,24,6277
5,1475,0,2,0,4,1,1,16.08,40,6161
5,1551,2,1,0,5,3,0,15.17,43,59649
5,1486,1,1,2,4,2,1,2.83,11,7353
0,1134,3,2,0,3,5,1,10.25,24,2250
1,760,1,5,0,2,5,1,23.67,36,4357
2,1034,0,1,0,0,2,1,8.75,34,4028
2,1102,2,0,0,2,1,1,4.67,32,2968
5,1461,0,2,0,4,5,0,14.92,26,69244
0,1143,0,0,0,2,4,1,3.58,42,3185
5,1533,2,4,0,2,0,0,8.25,30,49177
1,824,5,1,0,2,2,0,11.67,28,47205
5,1517,5,1,0,0,2,0,6.33,15,41269
5,1518,3,4,0,4,1,0,27.33,34,41314
1,888,0,2,0,4,4,1,13.25,35,3489
1,705,4,4,0,4,3,0,24.08,2,59880
5,1497,2,4,0,0,0,0,4.83,7,70578
1,805,5,1,0,5,2,0,16.42,48,35520
5,1481,1,0,0,2,2,1,28.0,38,7338
5,1492,1,5,0,4,4,0,11.5,20,96224
5,1545,5,1,0,5,1,0,16.75,12,49613
5,1463,0,1,0,5,5,0,15.83,32,67004
1,715,1,0,0,0,5,0,26.58,9,31622
5,1513,0,5,0,4,2,0,12.0,45,62793
5,1522,3,0,0,4,0,1,19.92,34,5441
1,724,5,0,0,4,1,0,17.33,27,49613
5,1500,5,1,2,4,0,0,1.83,40,20684
5,1503,0,2,0,5,1,0,4.67,31,44280
1,815,5,4,0,4,2,1,23.83,39,3843
5,1462,2,5,2,5,0,0,2.67,9,32859
1,819,4,4,1,0,1,1,27.0,3,16782
5,1449,4,2,0,0,5,1,17.83,36,6067
1,900,2,1,0,0,5,1,9.75,23,6081
5,1560,5,2,0,2,3,0,25.42,26,66940
5,1536,2,0,0,2,4,0,28.42,34,65529
5,1542,5,5,0,2,3,1,19.08,38,4414
1,799,5,2,1,4,4,1,14.42,34,7763
1,788,5,5,0,4,4,0,11.83,33,36980
5,1545,5,1,0,2,4,0,12.08,26,49725
3,218,0,0,0,2,4,1,4.5,16,5178
3,204,2,5,0,1,3,1,9.08,38,4088
5,1457,5,0,2,2,4,0,2.83,5,57084
5,1473,0,2,0,0,3,0,16.92,38,56588
2,1006,5,5,0,4,3,1,12.25,36,3916
2,1016,5,2,2,5,2,1,2.17,9,5942
5,1547,5,0,2,0,2,0,2.08,13,22140
1,862,0,5,0,2,1,0,22.0,37,60396
5,1458,4,2,0,4,0,1,17.17,39,6195
3,383,1,0,0,5,2,1,7.67,41,3860
3,251,5,1,0,4,4,1,5.83,22,6224
1,715,2,4,0,2,5,1,7.25,4,15825
5,1551,2,1,2,1,5,1,2.17,35,2476
1,828,3,5,0,4,2,1,12.5,24,5017
5,1545,5,1,0,5,1,0,14.25,26,49613
1,876,2,5,0,3,5,0,26.17,31,47217
3,589,4,2,0,5,3,1,5.5,32,4367
5,1467,0,4,0,2,4,0,8.33,48,60508
2,962,2,1,0,0,5,1,8.5,46,5958
5,1475,0,2,0,4,4,0,15.75,15,70588
1,858,0,1,0,2,3,1,13.17,38,7116
1,834,0,4,0,0,4,1,24.67,31,4578
5,1527,3,2,0,4,5,1,15.75,31,3571
1,812,2,1,0,5,3,1,13.58,38,4209
3,296,5,4,0,0,1,1,4.33,21,4069
1,785,5,4,0,1,2,0,17.5,20,29610
5,1476,5,1,0,5,2,1,17.17,47,4810
3,114,3,0,0,5,4,1,7.25,8,6663
1,880,2,4,0,0,4,1,27.58,29,4559
5,1515,3,5,0,2,0,0,20.42,39,56702
5,1553,2,5,0,1,3,0,10.17,19,59649
3,433,4,4,2,0,5,1,2.92,6,7959
5,1524,3,0,0,5,1,1,9.33,27,4359
1,715,2,4,0,4,4,0,25.0,16,47545
5,1538,2,2,0,4,4,0,16.92,7,61049
1,849,4,2,0,2,2,0,26.25,49,53743
1,816,1,0,0,5,2,0,8.83,34,45185
0,1187,2,2,0,4,1,1,15.75,42,1998
1,897,4,4,1,5,3,1,10.0,7,12579
1,870,5,1,0,2,3,0,12.33,10,45693
1,845,4,0,0,5,5,0,5.75,28,50271
1,840,4,1,0,5,3,0,16.58,6,52063
2,1111,0,0,2,2,4,1,2.5,29,3393
5,1534,5,1,0,5,0,1,16.17,36,6450
5,1509,5,1,0,2,2,0,10.58,38,69773
4,1306,3,2,0,3,4,1,8.33,44,6595
5,1458,4,2,0,4,0,1,15.25,20,6841
3,323,0,1,2,4,5,1,1.83,22,2201
4,1267,0,1,0,2,4,1,11.0,35,8536
5,1458,4,2,0,5,1,1,5.5,13,13014
5,1556,5,5,0,4,4,1,11.67,14,9879
1,879,5,2,0,2,1,0,24.0,25,49613
5,1463,0,1,0,2,1,0,8.33,40,60396
5,1484,2,1,1,2,4,1,12.42,34,9664
1,716,1,4,0,4,4,0,23.08,27,55377
1,722,1,1,0,5,3,0,17.42,43,51345
5,1515,3,5,0,2,5,0,22.5,34,53835
1,763,3,2,0,3,0,0,7.92,44,56590
1,791,2,2,0,5,3,0,26.58,15,60590
5,1469,0,5,0,2,1,1,19.17,38,6510
1,863,5,4,0,4,1,1,22.92,29,4417
5,1481,1,0,0,5,0,0,8.42,41,44144
2,981,2,5,0,4,5,1,11.83,36,6286
5,1558,5,4,0,2,0,1,6.67,48,6450
2,1090,5,0,0,5,3,1,9.33,31,3916
3,611,4,1,0,2,0,1,11.17,9,10395
5,1526,0,2,1,4,4,1,13.75,37,8913
3,25,3,3,2,1,4,1,2.17,39,2815
1,811,5,0,0,3,2,1,14.25,38,8558
1,814,5,4,0,5,2,0,11.92,17,39847
5,1547,5,0,0,2,4,1,5.67,46,5949
5,1550,5,4,0,5,0,1,14.58,37,6450
5,1458,4,2,0,3,2,1,6.58,45,6461
5,1523,2,2,1,4,4,0,16.0,4,81075
1,825,5,0,0,4,3,0,18.5,15,45693
1,732,2,2,0,0,3,0,17.75,16,37668
1,747,0,4,0,2,5,1,7.58,19,6578
5,1485,3,4,2,0,2,1,2.42,47,2350
5,1458,4,2,0,4,1,0,18.25,9,55502
5,1529,3,1,0,4,5,1,24.58,31,3571
5,1515,3,5,0,4,4,0,13.0,34,51819
5,1492,1,5,0,4,5,1,14.08,20,5037
5,1549,2,4,0,2,0,0,10.42,34,57017
2,928,2,4,0,0,3,1,5.5,46,5111
2,1019,2,2,2,5,5,1,2.25,31,2410
1,810,5,2,0,2,1,1,24.83,1,9201
1,778,0,0,0,5,2,1,8.25,26,6212
5,1485,3,4,0,2,5,1,8.75,31,5375
1,823,5,5,0,3,2,1,6.67,22,5828
5,1535,5,1,0,2,0,0,11.33,5,85744
5,1470,2,4,0,4,3,1,25.0,7,11310
5,1520,3,5,0,5,0,0,23.33,14,43811
1,705,4,4,0,2,3,1,8.92,22,6339
1,766,2,2,0,1,1,1,14.75,10,9840
5,1515,3,5,0,0,5,0,17.42,39,52715
1,849,4,2,0,5,2,0,6.5,32,53743
5,1544,2,5,0,1,3,0,11.17,10,47329
5,1442,4,4,0,5,5,1,9.83,15,11675
3,61,2,0,0,2,4,1,4.17,29,4257
3,118,0,5,0,1,2,1,8.17,23,3834
5,1524,3,0,0,2,1,0,26.92,24,58282
5,1550,5,4,0,2,1,0,7.58,4,72125
5,1513,0,5,0,0,2,1,16.42,10,10744
5,1465,0,1,0,2,3,1,10.0,25,6577
4,1400,4,5,0,4,5,1,10.75,11,7958
0,1139,1,5,0,3,2,1,5.33,24,2477
1,772,2,4,0,4,4,0,23.92,35,43376
5,1508,3,1,0,2,4,0,11.08,46,51819
4,1376,4,0,0,1,5,1,15.42,19,6590
1,814,5,4,0,0,3,1,24.42,15,9513
1,705,4,4,0,5,5,0,10.83,47,50271
1,819,4,4,0,1,3,1,21.83,48,5429
5,1535,5,1,0,2,1,1,8.83,34,5033
5,1556,5,5,0,5,1,1,23.33,42,4348
5,1555,5,5,0,2,3,1,21.17,13,10058
4,1378,4,0,2,2,1,1,2.5,43,3453
2,1005,5,0,2,0,2,1,2.25,42,2339
0,1208,2,1,0,0,1,1,7.08,15,1998
1,903,0,0,0,5,5,1,8.67,11,10744
1,705,4,4,0,5,5,1,11.75,27,5102
1,757,4,2,0,4,2,0,14.0,40,43910
2,1006,5,5,2,5,2,1,2.25,26,2339
3,156,4,2,2,5,0,1,2.83,17,4452
5,1486,1,1,0,5,5,1,13.67,47,8233
1,745,0,2,0,2,3,0,25.5,9,56476
2,939,2,4,0,2,5,1,7.08,36,4793
5,1490,1,4,0,4,4,1,21.83,26,5937
0,1149,0,1,0,2,2,1,9.17,18,2723
5,1445,4,1,0,2,1,1,9.17,24,6744
1,859,2,2,0,4,0,1,15.17,5,10680
1,882,2,4,0,2,4,1,7.5,30,5820
3,640,0,0,0,5,3,1,9.08,14,4338
5,1456,4,5,0,0,2,1,16.08,33,6461
1,806,5,4,0,5,4,1,10.25,41,7237
1,765,3,4,1,2,4,1,7.83,12,12118
3,446,2,0,0,5,1,1,8.42,49,3389
1,816,1,0,0,5,4,1,8.75,36,4629
5,1539,2,1,0,5,0,0,13.42,36,57017
1,862,0,5,0,4,5,1,12.08,29,6578
1,825,5,0,0,5,4,0,6.33,37,49725
2,1008,5,5,2,3,0,1,1.75,38,2124
5,1532,5,2,0,4,3,0,15.83,46,53645
1,860,5,1,0,2,4,1,11.17,45,6171
1,761,1,2,0,4,4,0,16.0,18,75933
3,342,5,2,0,3,4,1,6.67,12,9828
5,1456,4,5,0,2,0,0,21.17,22,52287
3,560,3,4,0,5,5,1,10.75,19,5603
3,34,2,4,0,0,5,1,4.17,19,3054
1,827,5,4,0,0,2,1,27.5,35,6689
1,846,4,5,0,4,1,0,12.42,18,55983
5,1485,3,4,0,2,4,1,7.75,28,5960
5,1532,5,2,0,5,3,0,5.33,32,53645
5,1477,1,4,0,3,2,0,14.42,47,57920
5,1467,0,4,0,2,5,0,9.33,33,62524
3,640,0,0,0,5,5,1,7.08,48,3012
1,842,4,0,0,2,2,0,29.17,46,48079
5,1524,3,0,0,5,5,0,10.42,5,66267
1,812,2,1,0,4,1,0,26.92,14,45257
1,776,1,1,0,5,4,0,16.92,49,54481
3,324,5,4,0,0,4,1,6.33,32,2835
5,1550,5,4,0,2,3,1,11.08,46,4099
1,760,1,5,0,5,4,0,26.0,4,55377
5,1550,5,4,0,2,0,1,10.08,23,6450
3,372,4,4,2,0,2,1,2.42,27,3999
1,722,1,1,0,5,4,1,16.17,25,5624
1,850,5,5,0,5,3,0,24.33,25,50868
5,1492,1,5,0,1,5,1,10.92,49,4413
0,1167,5,5,0,3,2,1,7.17,29,2336
5,1516,2,5,2,5,3,1,2.33,38,2780
5,1442,4,4,0,5,5,0,10.0,8,97076
1,765,3,4,0,0,1,0,25.33,28,51595
4,1330,5,5,0,2,1,1,18.67,20,4038
5,1506,0,1,2,4,5,1,1.58,24,2150
5,1442,4,4,0,5,0,0,13.08,28,60978
0,1199,5,2,0,3,2,1,6.67,26,2336
5,1552,2,2,0,4,1,0,16.83,9,60232
1,846,4,5,0,4,5,1,12.58,43,5102
1,761,1,2,0,4,5,0,17.17,38,61649
1,776,1,1,0,5,2,0,14.92,19,45185
1,724,5,0,0,0,4,0,22.92,6,49725
5,1551,2,1,0,2,1,0,14.17,28,57992
4,1375,1,1,0,5,2,1,17.33,5,7352
1,716,1,4,0,5,5,1,11.33,19,4987
3,378,1,2,2,5,4,1,2.17,21,4656
5,1453,5,1,0,5,2,1,14.17,9,15918
5,1518,3,4,0,3,2,1,15.67,29,5656
5,1524,3,0,0,5,5,1,9.42,14,10069
5,1486,1,1,1,2,0,1,11.92,43,6437
2,1077,4,0,2,0,3,1,2.33,40,2821
1,878,2,1,0,1,1,0,24.33,34,45257
5,1537,5,2,0,4,0,0,12.92,29,84557
3,465,3,2,0,5,1,1,6.5,14,4453
3,141,2,0,0,2,4,1,7.25,11,8396
0,1138,0,0,0,3,4,1,12.17,34,3393
3,282,5,1,0,0,4,1,7.08,23,7101
0,1137,2,4,0,5,5,1,11.0,47,2409
5,1477,1,4,0,1,0,0,22.08,32,44144
3,176,4,2,0,5,3,1,5.33,29,6290
1,800,5,4,0,5,2,1,14.42,1,12558
5,1498,5,2,0,4,3,1,15.58,14,8988
1,840,4,1,0,3,0,0,17.17,28,60978
5,1483,1,1,0,4,4,1,26.67,10,14014
0,1213,2,1,2,1,5,1,2.17,35,2410
0,1135,3,2,0,3,2,1,7.83,45,2228
1,749,0,1,0,5,2,0,16.5,16,35554
5,1459,4,0,0,5,3,0,7.58,32,53071
1,800,5,4,0,1,4,1,19.75,12,9828
1,796,5,1,1,3,0,1,18.42,22,8186
1,843,1,4,0,5,0,1,9.5,2,20373
1,846,4,5,0,0,5,0,16.33,27,50271
3,503,3,0,0,2,1,1,5.08,12,4453
3,85,2,1,0,0,5,1,5.08,36,4055
5,1537,5,2,0,0,3,0,16.83,27,60365
5,1471,0,4,0,5,1,1,11.25,26,6412
3,690,4,4,1,5,0,1,12.0,40,3860
5,1486,1,1,0,4,5,1,28.58,38,7053
5,1518,3,4,0,4,0,1,24.33,19,5441
3,414,4,5,0,1,5,1,8.42,29,4912
3,349,0,4,0,0,3,1,3.83,26,3105
5,1458,4,2,0,4,0,0,17.17,30,52287
5,1456,4,5,0,5,3,0,24.33,6,49207
1,881,2,2,0,2,4,1,25.75,11,12150
1,791,2,2,0,4,0,0,16.17,20,42457
5,1525,3,2,1,4,0,1,17.17,16,6776
1,837,4,5,0,5,2,1,21.33,40,7480
2,974,2,1,0,0,5,1,9.75,43,5087
1,863,5,4,2,0,2,0,2.25,27,22140
5,1437,3,4,0,2,2,1,8.83,42,5668
1,861,2,2,2,5,0,1,2.75,42,4427
1,858,0,1,0,5,3,1,17.42,11,13054
2,959,4,1,0,5,0,1,15.42,22,6488
5,1454,4,4,0,5,0,0,10.5,10,52287
1,814,5,4,0,0,0,1,26.33,15,10025
1,845,4,0,0,4,3,1,20.42,21,5145
5,1444,4,5,0,4,0,1,14.42,11,11675
5,1481,1,0,1,1,3,1,19.33,31,6032
1,868,3,5,0,0,5,1,16.0,15,7774
1,841,2,2,0,5,3,0,28.33,33,47408
2,1091,5,0,0,5,3,1,7.33,24,3916
2,1022,5,4,0,2,2,1,9.5,25,5569
5,1478,5,2,0,4,2,1,15.92,7,12978
2,1070,4,4,0,2,2,1,9.58,23,6488
5,1554,2,2,0,2,4,1,24.08,14,11389
1,722,1,1,0,2,0,0,10.08,9,60260
4,1408,2,2,0,5,1,1,26.42,4,7425
1,832,4,4,0,2,2,1,8.83,22,5093
3,113,2,4,0,2,4,1,8.25,4,7908
5,1533,2,4,0,5,1,1,13.58,11,11520
1,879,5,2,0,0,4,0,19.5,32,49725
5,1503,0,2,2,5,5,0,1.83,28,20760
3,324,5,4,0,2,4,1,8.25,1,18858
1,845,4,0,0,4,5,0,17.58,8,50271
5,1454,4,4,0,5,2,1,11.5,31,6723
5,1539,2,1,0,2,4,1,9.33,17,8534
3,374,1,0,0,5,4,1,7.08,47,2359
1,724,5,0,0,2,0,1,24.67,42,6082
0,1203,2,5,0,1,5,1,10.5,26,2409
1,863,5,4,0,5,1,1,13.17,27,8488
2,932,0,5,0,4,5,1,11.25,33,6389
5,1538,2,2,0,1,3,0,15.08,18,47217
5,1496,0,4,0,2,4,0,8.42,47,51817
1,882,2,4,0,2,4,0,7.5,25,41118
5,1550,5,4,0,2,3,0,11.17,37,60365
5,1538,2,2,0,4,4,1,16.92,36,6578
5,1536,2,0,0,2,4,0,25.33,26,73481
1,762,2,5,0,4,5,0,11.42,34,50969
3,127,2,2,2,5,3,1,2.33,39,3433
5,1483,1,1,2,4,5,0,2.0,22,23838
1,828,3,5,0,0,2,1,14.0,17,6592
0,1210,2,4,0,5,1,1,12.0,37,1998
3,146,4,2,0,5,3,1,7.0,49,10029
5,1458,4,2,0,2,0,1,24.17,17,6841
5,1442,4,4,1,2,0,1,6.75,22,12175
5,1470,2,4,0,5,5,0,12.67,11,60601
1,879,5,2,0,2,3,0,24.33,20,45693
5,1474,2,0,0,5,5,1,9.17,45,6296
0,1177,4,1,0,4,1,1,3.92,4,12417
5,1473,0,2,0,4,4,1,12.92,9,12544
3,386,3,4,0,2,2,1,5.25,37,4506
1,771,3,1,0,2,5,0,13.5,34,45883
1,867,2,5,2,5,3,1,2.42,48,2098
5,1471,0,4,0,5,4,1,11.25,19,8112
5,1506,0,1,0,0,2,1,7.42,49,4111
1,858,0,1,2,4,2,1,2.75,13,8329
5,1515,3,5,0,4,5,1,15.0,23,4660
1,745,0,2,0,4,3,1,18.08,20,6200
5,1515,3,5,0,4,0,1,15.25,16,6461
2,1001,5,1,2,1,0,1,1.58,2,5102
1,840,4,1,1,5,5,1,14.25,15,13314
1,788,5,5,0,2,2,1,22.25,37,4239
1,724,5,0,0,4,4,1,16.5,17,7785
3,511,3,2,0,5,4,1,5.0,46,2057
2,1040,0,4,2,4,5,1,1.67,26,2201
5,1555,5,5,0,2,3,0,18.25,5,68989
5,1459,4,0,0,5,3,1,7.58,2,18984
1,763,3,2,0,5,5,1,5.92,47,4363
5,1442,4,4,0,5,3,1,10.67,43,9371
4,1285,0,1,0,5,2,1,16.42,24,12316
3,467,0,4,0,2,3,1,8.17,30,5099
2,1090,5,0,0,5,3,1,10.17,35,3916
5,1473,0,2,0,4,3,0,14.0,35,63163
1,715,2,4,2,0,1,1,2.83,7,7425
5,1517,5,1,0,0,2,1,6.33,33,5232
3,663,4,2,0,3,3,1,6.08,46,3401
5,1471,0,4,2,0,2,1,2.67,18,4502
1,755,0,1,1,4,3,1,29.17,25,6515
3,444,2,4,0,0,4,1,7.0,7,6932
5,1492,1,5,0,4,3,0,12.33,44,51457
5,1444,4,5,0,5,1,1,26.33,18,5910
5,1519,5,2,0,4,0,1,13.5,6,8148
5,1550,5,4,0,5,3,0,14.17,31,60365
1,710,2,1,0,2,0,1,12.75,8,12150
3,31,5,4,0,2,4,1,6.17,33,7415
1,799,5,2,1,5,0,1,25.5,42,8552
5,1517,5,1,0,0,2,1,6.33,28,5232
3,128,3,5,2,3,2,1,2.25,14,6343
1,772,2,4,0,4,4,1,23.92,16,5710
2,1051,3,5,0,4,0,1,10.33,28,4452
3,220,0,4,0,0,2,1,6.67,34,6543
5,1459,4,0,2,2,2,0,2.42,30,29406
5,1460,2,4,0,5,3,1,11.83,25,5761
0,1158,0,4,0,2,2,1,7.58,11,7484
3,38,1,2,0,3,2,1,5.42,31,3361
5,1538,2,2,0,2,4,0,24.08,15,61049
5,1479,1,5,0,2,2,1,23.33,36,8439
5,1499,0,2,0,5,3,1,25.0,45,5322
1,724,5,0,0,0,4,0,22.92,38,49725
5,1484,2,1,0,5,5,0,15.5,28,41281
5,1515,3,5,0,4,5,1,13.17,40,4910
2,959,4,1,0,2,5,1,11.58,35,5888
5,1553,2,5,0,4,1,0,14.17,33,57992
5,1490,1,4,0,5,3,1,10.17,6,14954
1,753,3,4,0,5,2,1,14.58,49,6117
0,1143,0,0,1,3,2,1,10.5,47,2723
5,1485,3,4,0,5,0,1,13.0,7,12658
1,862,0,5,0,4,5,0,12.08,11,54684
5,1488,1,2,0,5,5,1,6.67,23,4830
5,1519,5,2,0,4,2,0,13.67,29,41269
5,1455,5,2,2,2,4,0,2.58,28,31436
0,1147,5,5,0,4,4,1,11.67,32,2836
1,743,0,0,0,5,1,1,10.25,4,14524
2,983,2,4,0,5,0,1,9.42,47,4324
5,1510,5,4,1,5,1,1,11.17,48,8130
1,771,3,1,0,2,5,0,13.5,24,45883
3,557,3,1,0,2,2,1,9.25,15,9861
5,1546,2,2,0,1,3,1,14.08,28,6172
3,420,2,0,0,2,4,1,5.17,40,3754
5,1528,0,1,0,4,5,1,26.08,6,8224
1,788,5,5,0,5,2,1,26.75,43,3819
5,1456,4,5,0,4,0,1,14.17,19,6841
5,1547,5,0,2,0,2,1,2.08,5,5943
3,62,2,2,0,5,4,1,6.5,39,3754
4,1295,4,0,0,4,5,1,20.08,3,15281
4,1398,2,5,2,5,4,1,2.17,38,4000
5,1454,4,4,0,4,1,1,22.42,42,7021
5,1499,0,2,0,3,2,1,5.0,36,4111
3,399,0,4,0,5,2,1,11.33,4,10586
5,1521,5,4,0,0,2,1,4.92,18,5232
3,220,0,4,0,0,2,1,6.67,17,5741
5,1442,4,4,0,5,5,0,10.0,47,81284
5,1485,3,4,0,5,5,1,13.5,36,4436
4,1358,1,0,0,2,2,1,26.58,5,14282
5,1536,2,0,0,2,4,0,25.33,38,65529
5,1461,0,2,0,4,4,1,13.75,12,11205
2,1076,3,4,0,2,2,1,6.33,23,6581
5,1461,0,2,0,4,5,0,14.92,5,76681
1,863,5,4,0,4,0,1,22.92,45,6082
5,1512,5,2,2,5,0,1,1.75,21,2074
5,1471,0,4,0,5,1,1,8.75,47,6510
3,442,2,3,2,1,0,1,2.83,45,4500
5,1454,4,4,0,5,2,1,13.33,16,10889
5,1477,1,4,0,1,3,0,22.08,36,41064
5,1524,3,0,0,2,4,1,6.17,43,5810
2,1106,4,0,0,5,5,1,6.17,31,5790
3,656,0,4,0,2,5,1,7.25,29,4819
5,1523,2,2,0,5,5,0,5.33,21,41281
5,1546,2,2,0,1,0,0,14.08,41,64969
1,705,4,4,0,5,5,1,37.0,24,7732
3,383,1,0,0,5,3,1,8.42,43,3280
1,868,3,5,0,4,4,0,12.17,29,51707
3,53,0,4,2,0,2,1,2.92,15,7488
3,225,5,0,0,5,4,1,6.92,47,2835
5,1445,4,1,0,5,1,0,13.08,22,55983
1,754,0,1,0,0,2,0,6.25,21,35554
5,1468,2,2,1,4,1,1,15.25,6,16391
5,1548,5,4,0,5,1,0,8.33,9,61933
3,123,2,0,0,2,3,1,6.92,25,5935
0,1135,3,2,0,4,1,1,12.75,29,1776
5,1531,5,0,0,5,0,0,7.58,45,66928
5,1458,4,2,0,5,3,0,27.33,33,49207
2,1115,0,2,0,3,5,1,7.17,43,4354
5,1545,5,1,0,2,4,0,12.08,34,49725
2,1052,1,5,0,1,4,1,8.42,28,10738
5,1439,2,0,0,2,5,1,5.0,15,6013
1,788,5,5,0,0,2,0,19.0,17,41101
5,1555,5,5,0,2,4,0,19.33,30,59805
5,1473,0,2,0,1,5,0,12.25,38,67004
2,1049,2,1,2,4,3,1,2.17,42,2098
5,1445,4,1,0,5,0,0,13.25,22,60978
5,1503,0,2,0,2,4,1,22.5,49,6271
5,1433,5,2,0,2,3,1,25.42,8,12978
1,800,5,4,2,4,0,1,1.67,46,2132
5,1503,0,2,0,4,1,0,14.42,49,44280
5,1524,3,0,0,5,5,0,8.58,16,66155
1,880,2,4,0,0,4,1,27.58,41,4559
5,1555,5,5,2,3,2,1,2.17,43,2339
1,858,0,1,0,5,4,0,16.17,14,60508
5,1471,0,4,0,2,4,0,8.08,35,62188
3,242,1,5,2,5,0,1,1.08,45,1443
5,1453,5,1,2,4,4,0,2.67,39,31436
1,828,3,5,0,5,4,1,25.0,44,4758
1,728,2,2,0,2,0,1,25.08,21,5504
1,860,5,1,0,0,4,1,6.5,33,4977
5,1484,2,1,0,0,5,0,7.0,9,41281
4,1376,4,0,0,1,5,1,15.42,14,11948
1,820,2,4,0,5,4,1,14.67,10,13830
5,1527,3,2,0,4,5,1,15.75,33,3471
1,764,2,4,0,4,4,0,22.33,37,43376
0,1217,2,2,0,4,0,1,12.67,12,7423
3,110,2,0,1,5,1,1,7.0,20,8003
5,1483,1,1,0,0,2,1,7.5,34,5206
5,1484,2,1,1,2,4,1,12.42,11,16349
3,609,3,1,0,0,1,1,7.5,30,4836
5,1495,5,1,1,5,1,1,16.75,9,17103
1,761,1,2,0,3,0,0,7.17,3,81936
0,1236,5,0,2,0,0,1,1.67,10,5205
5,1449,4,2,0,2,5,0,22.92,13,62591
5,1540,5,0,0,5,3,1,8.25,45,5014
5,1539,2,1,0,2,1,1,12.42,14,11520
5,1539,2,1,0,5,3,0,13.42,44,53937
5,1515,3,5,0,4,4,0,13.0,14,61899
2,984,2,2,0,3,1,1,4.83,11,7426
3,641,1,2,2,2,0,1,1.08,29,1654
5,1524,3,0,0,5,0,0,9.92,13,56702
3,656,0,4,0,2,5,1,9.92,5,7005
1,763,3,2,0,4,5,0,17.92,16,45883
3,207,4,1,0,0,3,1,6.33,8,10374
3,457,3,0,0,2,2,1,5.25,34,4956
5,1520,3,5,0,4,0,0,11.25,30,38099
5,1520,3,5,0,4,0,1,11.25,44,5441
5,1542,5,5,0,4,4,1,11.67,32,5949
1,800,5,4,0,0,2,1,6.42,34,6169
5,1445,4,1,0,0,5,0,7.83,22,62591
1,850,5,5,0,2,2,0,21.08,2,61261
2,1022,5,4,0,2,2,1,11.33,4,5942
1,868,3,5,0,0,4,1,17.67,6,11698
2,930,0,1,0,5,3,1,15.33,11,4337
5,1535,5,1,0,5,0,0,12.92,10,87060
1,778,0,0,1,5,3,1,31.92,40,7395
5,1481,1,0,0,5,2,0,9.42,30,60160
0,1127,0,1,0,0,4,1,5.83,17,3393
1,787,3,4,0,4,4,1,24.42,49,5100
1,723,2,2,0,2,0,1,24.67,16,4230
